SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
105212,0,Cash loans,M,Y,Y,0,225000.0,808650.0,29839.5,675000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.00712,-20632,-4470,-2939.0,-4183,7.0,1,1,0,1,0,0,Core staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Legal Services,,0.6315898693876703,0.5814837058057234,0.1134,0.0614,0.9856,0.8028,,0.12,0.1034,0.3333,,0.1062,0.0908,0.0649,0.0077,0.0036,0.1155,0.0637,0.9856,0.8105,,0.1208,0.1034,0.3333,,0.1086,0.0992,0.0676,0.0078,0.0038,0.1145,0.0614,0.9856,0.8054,,0.12,0.1034,0.3333,,0.108,0.0923,0.0661,0.0078,0.0037,org spec account,block of flats,0.0856,Panel,No,0.0,0.0,0.0,0.0,-2345.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
105213,0,Cash loans,F,N,Y,1,112500.0,148500.0,15345.0,148500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.015221,-16112,-408,-5718.0,-2335,,1,1,0,1,1,0,Cooking staff,3.0,2,2,MONDAY,12,0,0,0,0,0,0,Restaurant,0.4771663651869549,0.2789360463634969,0.8128226070575616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1888.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
105214,0,Cash loans,F,N,N,0,292500.0,900000.0,38263.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,-19184,-1118,-9275.0,-149,,1,1,1,1,1,0,High skill tech staff,2.0,2,2,WEDNESDAY,19,1,1,0,1,1,0,Business Entity Type 3,0.5646860214601123,0.5023471645026082,0.1455428133497032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-280.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105215,0,Cash loans,F,N,Y,4,112500.0,700830.0,22738.5,585000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-14495,-1399,-1408.0,-2403,,1,1,1,1,0,0,Laborers,6.0,2,2,FRIDAY,9,0,0,0,0,1,1,Industry: type 3,,0.6299397484471323,0.4668640059537032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-861.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
105216,0,Cash loans,F,N,N,1,180000.0,592560.0,35806.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-11967,-1769,-2876.0,-1420,,1,1,1,1,1,0,Medicine staff,3.0,2,2,TUESDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.5194289079931699,0.6192960149182091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1669.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105217,0,Cash loans,M,Y,Y,0,121500.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-14952,-529,-3133.0,-3133,16.0,1,1,1,1,1,0,,2.0,2,2,SUNDAY,13,0,0,0,0,1,1,Agriculture,,0.5737228633826637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2371.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105218,0,Cash loans,M,Y,N,0,157500.0,229230.0,22459.5,202500.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.00496,-16748,365243,-7214.0,-270,21.0,1,0,0,1,0,0,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.6342368448447837,,0.0351,,0.9732,0.6328,,,0.069,0.1667,0.2083,,0.0286,0.0205,,,0.0357,,0.9732,0.6472,,,0.069,0.1667,0.2083,,0.0312,0.0214,,,0.0354,,0.9732,0.6377,,,0.069,0.1667,0.2083,,0.0291,0.0209,,,,block of flats,0.0243,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105219,0,Cash loans,F,N,Y,0,90000.0,328405.5,14593.5,283500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.010032,-21892,365243,-1172.0,-1124,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,,0.4210428633544573,0.3312508645909018,0.0928,0.0935,0.9776,0.6940000000000001,0.0119,0.0,0.2069,0.1667,0.2083,0.0481,0.0756,0.0778,0.0,0.0,0.0945,0.097,0.9777,0.706,0.012,0.0,0.2069,0.1667,0.2083,0.0492,0.0826,0.0811,0.0,0.0,0.0937,0.0935,0.9776,0.6981,0.012,0.0,0.2069,0.1667,0.2083,0.0489,0.077,0.0792,0.0,0.0,reg oper account,block of flats,0.0677,Panel,No,0.0,0.0,0.0,0.0,-451.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105220,0,Cash loans,F,N,Y,0,157500.0,180000.0,10462.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-17766,-7987,-6443.0,-1318,,1,1,1,1,0,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.5060534411665178,0.807273923277881,,,0.9786,,,,,,,,,0.0514,,,,,0.9786,,,,,,,,,0.0535,,,,,0.9786,,,,,,,,,0.0523,,,,,0.0404,,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
105221,0,Cash loans,M,Y,Y,1,607500.0,1350639.0,43699.5,1057500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-18337,-2481,-6273.0,-1879,9.0,1,1,0,1,0,0,Managers,3.0,1,1,FRIDAY,19,0,0,0,0,0,0,Business Entity Type 3,0.796930394736254,0.4086327952236386,0.3425288720742255,0.0495,0.1047,0.9717,0.6124,0.0113,0.0,0.1724,0.0833,0.125,0.0,0.0403,0.0616,0.0,0.0313,0.0504,0.1087,0.9717,0.6276,0.0114,0.0,0.1724,0.0833,0.125,0.0,0.0441,0.0641,0.0,0.0331,0.05,0.1047,0.9717,0.6176,0.0113,0.0,0.1724,0.0833,0.125,0.0,0.041,0.0627,0.0,0.0319,not specified,block of flats,0.0648,Wooden,No,0.0,0.0,0.0,0.0,-7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
105222,0,Cash loans,M,Y,N,0,378000.0,1506816.0,49927.5,1350000.0,Unaccompanied,Working,Higher education,Separated,Office apartment,0.00733,-16210,-4879,-2989.0,-4227,7.0,1,1,0,1,0,0,Core staff,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,Military,0.5094997313879448,0.6488539711925724,0.6577838002083306,0.0412,0.0562,0.994,0.9184,0.0697,0.0,0.069,0.1667,0.2083,0.0549,0.0336,0.0424,0.0,0.0,0.042,0.0583,0.994,0.9216,0.0704,0.0,0.069,0.1667,0.2083,0.0562,0.0367,0.0442,0.0,0.0,0.0416,0.0562,0.994,0.9195,0.0702,0.0,0.069,0.1667,0.2083,0.0559,0.0342,0.0431,0.0,0.0,reg oper account,block of flats,0.0381,Panel,No,4.0,1.0,4.0,1.0,-1514.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
105224,0,Cash loans,M,Y,N,0,315000.0,724500.0,37120.5,724500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0145199999999999,-15282,-1385,-4563.0,-4752,4.0,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.6151617871469425,0.4635206203431754,0.2512394458905693,0.0624,0.0,0.9831,0.7348,,0.02,0.1379,0.2221,0.375,0.0477,0.0605,0.0673,,0.002,0.0515,0.0,0.9786,0.7190000000000001,,0.0,0.1379,0.1667,0.375,0.036,0.0661,0.0622,,0.0,0.063,0.0,0.9826,0.7115,,0.0,0.1379,0.1667,0.375,0.0486,0.0616,0.0671,,0.002,,block of flats,0.1791,Panel,No,1.0,0.0,1.0,0.0,-1821.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
105225,0,Cash loans,F,N,Y,1,180000.0,180000.0,14350.5,180000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.04622,-8476,-333,-3332.0,-1149,,1,1,0,1,0,0,,2.0,1,1,THURSDAY,14,0,0,0,0,0,0,Other,,0.2933888179269446,0.5064842396679806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-249.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,2.0
105226,0,Cash loans,M,Y,N,2,121500.0,472500.0,12991.5,472500.0,Family,State servant,Higher education,Married,House / apartment,0.0066709999999999,-15559,-3338,-2862.0,-5928,64.0,1,1,1,1,1,0,Managers,4.0,2,2,THURSDAY,12,0,0,0,0,1,1,Security Ministries,,0.6823769444430245,0.5424451438613613,0.0485,0.052,0.9876,0.83,0.0277,0.0,0.1379,0.1667,0.0417,0.0509,0.0387,0.0539,0.0039,0.0132,0.0494,0.0539,0.9876,0.8367,0.028,0.0,0.1379,0.1667,0.0417,0.0521,0.0422,0.0562,0.0039,0.0139,0.0489,0.052,0.9876,0.8323,0.0279,0.0,0.1379,0.1667,0.0417,0.0518,0.0393,0.0549,0.0039,0.0134,not specified,block of flats,0.0513,"Stone, brick",No,0.0,0.0,0.0,0.0,-1484.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0
105229,0,Cash loans,F,N,Y,0,135000.0,922500.0,29889.0,922500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,With parents,0.0145199999999999,-20792,365243,-319.0,-3648,,1,0,0,1,0,0,,2.0,2,2,SUNDAY,9,0,0,0,0,0,0,XNA,,0.7066551046561257,0.5136937663039473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-258.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
105232,0,Cash loans,M,N,N,0,247500.0,477000.0,14589.0,477000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-13643,-3429,-7610.0,-4588,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.3641452886728156,0.6500040301989676,0.4543210601605785,0.0742,0.0535,0.9851,,,0.08,0.069,0.3333,,0.0531,,0.0726,,0.0001,0.0756,0.0556,0.9851,,,0.0806,0.069,0.3333,,0.0543,,0.0757,,0.0001,0.0749,0.0535,0.9851,,,0.08,0.069,0.3333,,0.054,,0.0739,,0.0001,,block of flats,0.0622,Panel,No,0.0,0.0,0.0,0.0,-199.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,7.0
105233,0,Cash loans,F,N,Y,0,225000.0,1671210.0,44217.0,1395000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-23533,365243,-13371.0,-4213,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.6931440145837353,0.6363761710860439,0.0722,0.0654,0.9816,,,,0.1379,0.1667,,0.0481,,0.0419,,,0.0735,0.0679,0.9816,,,,0.1379,0.1667,,0.0492,,0.0437,,,0.0729,0.0654,0.9816,,,,0.1379,0.1667,,0.049,,0.0427,,,,block of flats,0.0492,"Stone, brick",No,0.0,0.0,0.0,0.0,-1249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,1.0,2.0
105234,0,Cash loans,F,Y,Y,1,117000.0,450000.0,18328.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.02461,-12571,-1458,-3037.0,-4079,7.0,1,1,1,1,0,0,,3.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.7334637559109815,0.4615961938178846,0.8050196619153701,0.1247,,0.9771,,0.014,0.0,0.2069,0.1667,,0.0736,0.1017,0.1022,0.0,0.0,0.1271,,0.9772,,0.0141,0.0,0.2069,0.1667,,0.0752,0.1111,0.1065,0.0,0.0,0.126,,0.9771,,0.0141,0.0,0.2069,0.1667,,0.0748,0.1035,0.1041,0.0,0.0,,block of flats,0.0881,Block,No,2.0,1.0,2.0,1.0,-2586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
105235,0,Cash loans,F,N,Y,1,202500.0,630000.0,49905.0,630000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.025164,-16109,-2611,-1081.0,-6108,,1,1,1,1,0,0,Sales staff,3.0,2,2,FRIDAY,9,0,0,0,0,0,0,Self-employed,,0.5789608097707029,,0.0768,0.0618,0.9732,0.6328,0.008,0.0,0.1379,0.1667,0.2083,0.0152,0.0605,0.0605,0.0097,0.0364,0.0704,0.0604,0.9732,0.6472,0.0078,0.0,0.1379,0.1667,0.2083,0.0152,0.0588,0.0539,0.0078,0.0183,0.0775,0.0618,0.9732,0.6377,0.008,0.0,0.1379,0.1667,0.2083,0.0154,0.0616,0.0616,0.0097,0.0372,reg oper account,block of flats,0.0528,Block,No,0.0,0.0,0.0,0.0,-134.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
105236,0,Cash loans,M,Y,Y,0,135000.0,254700.0,30357.0,225000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.020713,-20063,-1873,-4486.0,-3618,24.0,1,1,0,1,0,1,Laborers,2.0,3,3,SUNDAY,6,0,0,0,0,0,0,Government,0.7726100336275794,0.653617015815353,0.0759656813247684,0.0619,0.0492,0.9737,0.6396,0.0065,0.0,0.1034,0.1667,0.2083,0.0319,0.0504,0.0513,0.0,0.0,0.063,0.051,0.9737,0.6537,0.0066,0.0,0.1034,0.1667,0.2083,0.0326,0.0551,0.0534,0.0,0.0,0.0625,0.0492,0.9737,0.6444,0.0065,0.0,0.1034,0.1667,0.2083,0.0324,0.0513,0.0522,0.0,0.0,reg oper account,block of flats,0.0439,Panel,No,2.0,0.0,2.0,0.0,-605.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
105237,0,Cash loans,F,N,Y,2,90000.0,162000.0,11866.5,162000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10404,-2073,-361.0,-2275,,1,1,1,1,1,0,,4.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.5139770931230321,0.1614630800057724,0.133,0.1243,0.9796,,,0.0,0.3448,0.1667,,0.265,,0.1287,,0.045,0.1355,0.129,0.9796,,,0.0,0.3448,0.1667,,0.271,,0.1341,,0.0477,0.1343,0.1243,0.9796,,,0.0,0.3448,0.1667,,0.2696,,0.131,,0.046,,block of flats,0.1226,Panel,No,0.0,0.0,0.0,0.0,-249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
105238,0,Cash loans,F,Y,Y,0,135000.0,906615.0,30091.5,688500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.02461,-18726,-3554,-5774.0,-2226,2.0,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Kindergarten,,0.6512516868116055,0.7662336700704004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
105240,0,Cash loans,F,N,Y,1,112500.0,1066608.0,35248.5,810000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.018801,-18112,-1014,-11794.0,-1644,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.580351454237534,0.6212263380626669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2253.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
105241,0,Cash loans,M,N,Y,0,157500.0,675000.0,17937.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.002042,-11991,-2055,-6051.0,-4485,,1,1,0,1,1,0,,2.0,3,3,TUESDAY,15,0,0,0,0,0,0,Self-employed,0.6244246596899546,0.700727767372961,0.7281412993111438,0.0629,0.0718,0.9851,0.7959999999999999,0.0323,0.0,0.2069,0.1667,0.0417,0.0698,0.0504,0.0723,0.0039,0.0355,0.0641,0.0745,0.9851,0.804,0.0326,0.0,0.2069,0.1667,0.0417,0.0714,0.0551,0.0754,0.0039,0.0376,0.0635,0.0718,0.9851,0.7987,0.0325,0.0,0.2069,0.1667,0.0417,0.071,0.0513,0.0736,0.0039,0.0363,reg oper account,block of flats,0.0634,Panel,No,1.0,0.0,1.0,0.0,-485.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
105243,0,Cash loans,M,Y,N,0,202500.0,1078200.0,31653.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-21097,-1553,-8300.0,-4063,20.0,1,1,0,1,0,1,High skill tech staff,2.0,1,1,TUESDAY,12,0,0,0,0,1,1,Construction,,0.7464119086004227,,0.1206,0.0625,0.9881,0.8368,,0.12,0.1034,0.3333,0.375,0.101,0.0983,0.123,0.0,0.0129,0.1229,0.0648,0.9881,0.8432,,0.1208,0.1034,0.3333,0.375,0.1033,0.1074,0.1281,0.0,0.0136,0.1218,0.0625,0.9881,0.8390000000000001,,0.12,0.1034,0.3333,0.375,0.1028,0.1,0.1252,0.0,0.0132,reg oper account,block of flats,0.0967,"Stone, brick",No,0.0,0.0,0.0,0.0,-1857.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
105246,0,Cash loans,M,N,Y,1,144000.0,253737.0,18517.5,229500.0,Family,Working,Incomplete higher,Married,House / apartment,0.0105,-15689,-1632,-7234.0,-4841,,1,1,0,1,0,0,Laborers,3.0,3,3,MONDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.3772901291981174,0.6940926425266661,,0.055,0.9876,,,,0.1034,0.0833,,,,0.026,,0.0439,,0.0571,0.9876,,,,0.1034,0.0833,,,,0.0271,,0.0465,,0.055,0.9876,,,,0.1034,0.0833,,,,0.0265,,0.0449,,,0.0205,"Stone, brick",No,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105247,1,Cash loans,F,N,N,0,90000.0,612612.0,29601.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.0096569999999999,-17535,-353,-2847.0,-1086,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 2,,0.2376036491420426,0.0141482655182073,0.0134,0.0,0.9722,,,0.0,0.069,0.0417,,0.0494,,0.0149,,0.0,0.0137,0.0,0.9722,,,0.0,0.069,0.0417,,0.0506,,0.0155,,0.0,0.0135,0.0,0.9722,,,0.0,0.069,0.0417,,0.0503,,0.0151,,0.0,,block of flats,0.0117,Others,No,3.0,2.0,3.0,1.0,-645.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
105250,0,Cash loans,F,N,Y,0,67500.0,634482.0,18679.5,454500.0,Children,Working,Secondary / secondary special,Single / not married,House / apartment,0.002134,-23589,-1311,-9276.0,-4335,,1,1,0,1,0,0,Medicine staff,1.0,3,3,THURSDAY,14,0,0,0,0,0,0,Medicine,,0.4672855812575251,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-631.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
105251,0,Cash loans,M,Y,Y,1,225000.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-10920,-2284,-3247.0,-3017,21.0,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,18,0,0,0,0,1,1,Business Entity Type 3,0.2810699869875492,0.3980397223199565,0.7394117535524816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-389.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
105252,0,Cash loans,M,Y,Y,0,157500.0,545040.0,35617.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11121,-1210,-5675.0,-3750,15.0,1,1,1,1,0,0,Laborers,2.0,3,3,TUESDAY,11,0,0,0,0,0,0,Self-employed,,0.6031107865134859,0.622922000268356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1547.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105253,0,Cash loans,M,Y,Y,0,157500.0,755190.0,36459.0,675000.0,Other_A,Working,Secondary / secondary special,Married,House / apartment,0.00496,-13459,-236,-7364.0,-4277,7.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.3673864071888287,0.4507472818545589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
105254,0,Cash loans,M,Y,N,0,157500.0,808650.0,31464.0,675000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.030755,-13194,-652,-4579.0,-4639,10.0,1,1,0,1,0,0,Drivers,2.0,2,2,SATURDAY,13,0,0,0,0,1,1,Transport: type 4,,0.5131194209097188,0.0005272652387098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1033.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
